date,yyyy,mm,tmax,tmin,af_days,rain_mm,sun_hours,temp_range,avg_temp,season,days_in_month,monthly_temp_variation,frost_day_props
1935-05-01,1935,05,15.1,5.4,2.0,35.9,188.5,9.7,10.25,2,31,1.8,0.06
1935-06-01,1935,06,20.0,11.2,0.0,114.6,196.3,8.8,15.6,3,30,0.79,0.0
1935-07-01,1935,07,23.9,12.7,0.0,12.9,274.3,11.2,18.299999999999997,3,31,0.88,0.0
1935-08-01,1935,08,23.4,12.1,0.0,45.3,199.9,11.299999999999999,17.75,3,31,0.93,0.0
1935-09-01,1935,09,18.7,10.2,0.0,116.3,144.7,8.5,14.45,4,30,0.83,0.0
1935-10-01,1935,10,14.0,6.1,3.0,94.9,102.6,7.9,10.05,4,31,1.3,0.1
1935-11-01,1935,11,10.4,4.3,2.0,103.1,65.4,6.1000000000000005,7.35,4,30,1.42,0.07
1935-12-01,1935,12,5.6,0.9,12.0,78.8,48.9,4.699999999999999,3.25,1,31,5.22,0.39
1936-01-01,1936,01,7.2,1.7,12.0,80.3,43.4,5.5,4.45,1,31,3.24,0.39
1936-02-01,1936,02,6.2,-0.3,15.0,39.6,89.2,6.5,2.95,1,29,-21.67,0.52
1936-03-01,1936,03,11.0,4.1,4.0,46.5,71.4,6.9,7.55,2,31,1.68,0.13
1936-04-01,1936,04,10.7,2.9,4.0,41.8,133.2,7.799999999999999,6.8,2,30,2.69,0.13
1936-05-01,1936,05,17.1,6.8,0.0,10.7,179.5,10.3,11.950000000000001,2,31,1.51,0.0
1936-06-01,1936,06,20.0,10.6,0.0,91.6,166.2,9.4,15.3,3,30,0.89,0.0
1936-07-01,1936,07,19.6,12.0,0.0,87.1,119.2,7.600000000000001,15.8,3,31,0.63,0.0
1936-08-01,1936,08,22.2,11.7,0.0,21.0,184.7,10.5,16.95,3,31,0.9,0.0
1936-09-01,1936,09,18.7,11.3,0.0,83.7,79.3,7.399999999999999,15.0,4,30,0.65,0.0
1936-10-01,1936,10,13.8,5.2,0.0,33.6,103.1,8.600000000000001,9.5,4,31,1.65,0.0
1936-11-01,1936,11,9.0,2.2,10.0,67.7,48.9,6.8,5.6,4,30,3.09,0.33
1936-12-01,1936,12,8.5,2.2,8.0,50.7,62.3,6.3,5.35,1,31,2.86,0.26
1937-01-01,1937,01,8.4,2.5,6.0,84.8,50.9,5.9,5.45,1,31,2.36,0.19
1937-02-01,1937,02,9.5,3.5,2.0,120.3,66.6,6.0,6.5,1,28,1.71,0.07
1937-03-01,1937,03,7.7,0.8,12.0,77.5,99.7,6.9,4.25,2,31,8.62,0.39
1937-04-01,1937,04,13.5,5.8,1.0,66.9,103.1,7.7,9.65,2,30,1.33,0.03
1937-05-01,1937,05,17.5,8.2,0.0,66.7,185.0,9.3,12.85,2,31,1.13,0.0
1937-06-01,1937,06,20.0,10.0,0.0,39.8,181.3,10.0,15.0,3,30,1.0,0.0
1937-07-01,1937,07,21.2,12.6,0.0,35.2,140.1,8.6,16.9,3,31,0.68,0.0
1937-08-01,1937,08,23.6,12.5,0.0,11.2,202.3,11.100000000000001,18.05,3,31,0.89,0.0
1937-09-01,1937,09,19.3,9.1,0.0,50.4,143.0,10.200000000000001,14.2,4,30,1.12,0.0
1937-10-01,1937,10,14.8,7.2,0.0,68.6,79.1,7.6000000000000005,11.0,4,31,1.06,0.0
1937-11-01,1937,11,8.6,1.6,11.0,31.0,65.9,7.0,5.1,4,30,4.38,0.37
1937-12-01,1937,12,6.0,0.7,14.0,48.5,41.2,5.3,3.35,1,31,7.57,0.45
1938-01-01,1938,01,8.8,3.4,0.0,67.3,41.2,5.4,6.1000000000000005,1,31,1.59,0.0
1938-02-01,1938,02,8.2,2.0,6.0,21.3,66.9,6.199999999999999,5.1,1,28,3.1,0.21
1938-03-01,1938,03,15.5,4.3,5.0,8.9,172.3,11.2,9.9,2,31,2.6,0.16
1938-04-01,1938,04,13.0,2.5,5.0,2.7,180.9,10.5,7.75,2,30,4.2,0.17
1938-05-01,1938,05,15.9,6.5,1.0,50.1,144.9,9.4,11.2,2,31,1.45,0.03
1938-06-01,1938,06,20.3,10.8,0.0,24.3,190.6,9.5,15.55,3,30,0.88,0.0
1938-07-01,1938,07,21.0,11.7,0.0,30.4,133.5,9.3,16.35,3,31,0.79,0.0
1938-08-01,1938,08,21.9,12.6,0.0,91.8,151.3,9.299999999999999,17.25,3,31,0.74,0.0
1938-09-01,1938,09,19.0,10.1,0.0,54.5,110.9,8.9,14.55,4,30,0.88,0.0
1938-10-01,1938,10,14.7,7.1,0.0,72.0,118.1,7.6,10.899999999999999,4,31,1.07,0.0
1938-11-01,1938,11,12.9,6.9,0.0,80.6,70.0,6.0,9.9,4,30,0.87,0.0
1938-12-01,1938,12,7.2,1.5,11.0,73.5,52.4,5.7,4.35,1,31,3.8,0.35
1939-01-01,1939,01,7.4,2.3,6.0,113.0,46.4,5.1000000000000005,4.85,1,31,2.22,0.19
1939-02-01,1939,02,9.5,2.8,4.0,26.6,104.9,6.7,6.15,1,28,2.39,0.14
1939-03-01,1939,03,9.6,2.8,4.0,40.0,86.2,6.8,6.199999999999999,2,31,2.43,0.13
1939-04-01,1939,04,14.1,4.9,1.0,76.8,171.7,9.2,9.5,2,30,1.88,0.03
1939-05-01,1939,05,16.3,7.3,0.0,30.1,184.9,9.0,11.8,2,31,1.23,0.0
1939-06-01,1939,06,19.5,9.7,0.0,49.9,227.9,9.8,14.6,3,30,1.01,0.0
1939-07-01,1939,07,19.8,12.1,0.0,106.2,139.7,7.700000000000001,15.95,3,31,0.64,0.0
1939-08-01,1939,08,21.5,12.4,0.0,42.6,153.7,9.1,16.95,3,31,0.73,0.0
1939-09-01,1939,09,19.3,10.8,0.0,13.8,147.0,8.5,15.05,4,30,0.79,0.0
1939-10-01,1939,10,12.5,5.2,0.0,134.0,94.3,7.3,8.85,4,31,1.4,0.0
1939-11-01,1939,11,12.3,6.5,0.0,104.3,41.1,5.800000000000001,9.4,4,30,0.89,0.0
1939-12-01,1939,12,5.6,0.6,11.0,36.3,46.0,5.0,3.0999999999999996,1,31,8.33,0.35
1940-01-01,1940,01,1.9,-4.6,26.0,74.2,83.1,6.5,-1.3499999999999999,1,31,-1.41,0.84
1940-02-01,1940,02,5.6,0.2,13.0,55.8,22.8,5.3999999999999995,2.9,1,29,27.0,0.45
1940-03-01,1940,03,10.8,2.5,7.0,64.3,128.3,8.3,6.65,2,31,3.32,0.23
1940-04-01,1940,04,13.9,5.0,5.0,45.2,118.1,8.9,9.45,2,30,1.78,0.17
1940-05-01,1940,05,18.6,7.8,0.0,38.0,215.4,10.8,13.200000000000001,2,31,1.38,0.0
1940-06-01,1940,06,22.6,11.1,0.0,15.3,273.4,11.500000000000002,16.85,3,30,1.04,0.0
1940-07-01,1940,07,20.5,11.1,0.0,61.0,165.1,9.4,15.8,3,31,0.85,0.0
1940-08-01,1940,08,22.1,11.1,0.0,1.8,199.5,11.000000000000002,16.6,3,31,0.99,0.0
1940-09-01,1940,09,19.2,8.6,0.0,24.1,179.5,10.6,13.899999999999999,4,30,1.23,0.0
1940-10-01,1940,10,13.9,6.0,1.0,67.1,95.5,7.9,9.95,4,31,1.32,0.03
1940-11-01,1940,11,10.3,4.3,2.0,175.5,76.8,6.000000000000001,7.300000000000001,4,30,1.4,0.07
1940-12-01,1940,12,6.6,0.8,11.0,32.8,46.5,5.8,3.6999999999999997,1,31,7.25,0.35
1941-01-01,1941,01,3.0,-1.2,17.0,64.4,41.7,4.2,0.9,1,31,-3.5,0.55
1941-02-01,1941,02,7.3,1.3,11.0,63.9,67.9,6.0,4.3,1,28,4.62,0.39
1941-03-01,1941,03,9.4,1.4,10.0,64.5,118.7,8.0,5.4,2,31,5.71,0.32
1941-04-01,1941,04,11.2,3.1,3.0,26.3,106.9,8.1,7.1499999999999995,2,30,2.61,0.1
1941-05-01,1941,05,14.1,5.0,5.0,43.7,141.9,9.1,9.55,2,31,1.82,0.16
1941-06-01,1941,06,21.0,10.9,0.0,52.9,210.3,10.1,15.95,3,30,0.93,0.0
1941-07-01,1941,07,23.6,13.1,0.0,112.7,227.5,10.500000000000002,18.35,3,31,0.8,0.0
1941-08-01,1941,08,19.3,11.3,0.0,85.1,163.7,8.0,15.3,3,31,0.71,0.0
1941-09-01,1941,09,19.0,10.4,0.0,10.6,123.7,8.6,14.7,4,30,0.83,0.0
1941-10-01,1941,10,14.7,6.4,0.0,28.8,120.2,8.299999999999999,10.55,4,31,1.3,0.0
1941-11-01,1941,11,10.0,4.2,2.0,66.6,47.1,5.8,7.1,4,30,1.38,0.07
1941-12-01,1941,12,8.3,2.7,6.0,29.8,46.9,5.6000000000000005,5.5,1,31,2.07,0.19
1942-01-01,1942,01,3.5,-2.0,20.0,87.5,45.1,5.5,0.75,1,31,-2.75,0.65
1942-02-01,1942,02,2.8,-2.6,25.0,16.8,53.9,5.4,0.09999999999999987,1,28,-2.08,0.89
1942-03-01,1942,03,9.4,1.9,9.0,60.3,69.4,7.5,5.65,2,31,3.95,0.29
1942-04-01,1942,04,14.3,5.1,0.0,26.0,202.5,9.200000000000001,9.7,2,30,1.8,0.0
1942-05-01,1942,05,16.8,6.8,0.0,78.8,209.4,10.0,11.8,2,31,1.47,0.0
1942-06-01,1942,06,21.5,9.5,0.0,4.1,234.0,12.0,15.5,3,30,1.26,0.0
1942-07-01,1942,07,20.9,11.8,0.0,46.8,150.1,9.099999999999998,16.35,3,31,0.77,0.0
1942-08-01,1942,08,21.8,12.8,0.0,94.2,132.7,9.0,17.3,3,31,0.7,0.0
1942-09-01,1942,09,18.6,10.0,0.0,28.4,124.5,8.600000000000001,14.3,4,30,0.86,0.0
1942-10-01,1942,10,14.6,7.3,0.0,89.4,84.6,7.3,10.95,4,31,1.0,0.0
1942-11-01,1942,11,8.4,1.9,6.0,50.0,57.8,6.5,5.15,4,30,3.42,0.2
1942-12-01,1942,12,9.4,4.7,2.0,85.9,51.0,4.7,7.050000000000001,1,31,1.0,0.06
1943-01-01,1943,01,8.3,2.9,7.0,96.5,54.7,5.4,5.6000000000000005,1,31,1.86,0.23
1943-02-01,1943,02,9.5,2.7,3.0,23.7,79.3,6.8,6.1,1,28,2.52,0.11
1943-03-01,1943,03,11.7,2.2,8.0,19.6,132.9,9.5,6.949999999999999,2,31,4.32,0.26
1943-04-01,1943,04,16.2,6.9,0.0,25.7,166.6,9.299999999999999,11.55,2,30,1.35,0.0
1943-05-01,1943,05,18.2,7.7,0.0,57.4,244.1,10.5,12.95,2,31,1.36,0.0
1943-06-01,1943,06,20.1,10.3,0.0,43.0,192.9,9.8,15.200000000000001,3,30,0.95,0.0
1943-07-01,1943,07,23.0,11.9,0.0,25.0,196.7,11.1,17.45,3,31,0.93,0.0
1943-08-01,1943,08,21.8,12.4,0.0,56.9,178.3,9.4,17.1,3,31,0.76,0.0
1943-09-01,1943,09,18.8,9.2,0.0,44.0,142.5,9.600000000000001,14.0,4,30,1.04,0.0
1943-10-01,1943,10,15.0,6.8,0.0,62.0,84.9,8.2,10.9,4,31,1.21,0.0
1943-11-01,1943,11,9.6,3.1,5.0,35.1,72.3,6.5,6.35,4,30,2.1,0.17
1943-12-01,1943,12,6.3,0.7,12.0,26.0,49.5,5.6,3.5,1,31,8.0,0.39
1944-01-01,1944,01,9.2,3.0,6.0,36.3,41.2,6.199999999999999,6.1,1,31,2.07,0.19
1944-02-01,1944,02,6.4,0.9,10.0,23.2,62.4,5.5,3.6500000000000004,1,29,6.11,0.34
1944-03-01,1944,03,10.3,1.2,10.0,6.5,142.7,9.100000000000001,5.75,2,31,7.58,0.32
1944-04-01,1944,04,15.8,6.1,0.0,36.2,147.0,9.700000000000001,10.95,2,30,1.59,0.0
1944-05-01,1944,05,18.3,6.5,1.0,18.1,235.6,11.8,12.4,2,31,1.82,0.03
1944-06-01,1944,06,19.0,9.6,0.0,52.2,170.3,9.4,14.3,3,30,0.98,0.0
1944-07-01,1944,07,21.5,13.1,0.0,56.2,97.5,8.4,17.3,3,31,0.64,0.0
1944-08-01,1944,08,23.2,13.0,0.0,49.0,185.2,10.2,18.1,3,31,0.78,0.0
1944-09-01,1944,09,17.9,8.6,0.0,64.8,143.8,9.299999999999999,13.25,4,30,1.08,0.0
1944-10-01,1944,10,13.2,6.6,0.0,85.6,102.0,6.6,9.899999999999999,4,31,1.0,0.0
1944-11-01,1944,11,9.8,3.6,4.0,91.0,49.3,6.200000000000001,6.7,4,30,1.72,0.13
1944-12-01,1944,12,6.0,0.8,11.0,40.5,64.1,5.2,3.4,1,31,6.5,0.35
1945-01-01,1945,01,3.2,-2.0,22.0,49.9,51.5,5.2,0.6000000000000001,1,31,-2.6,0.71
1945-02-01,1945,02,10.9,4.7,0.0,46.8,65.7,6.2,7.800000000000001,1,28,1.32,0.0
1945-03-01,1945,03,13.1,3.9,3.0,20.4,152.6,9.2,8.5,2,31,2.36,0.1
1945-04-01,1945,04,16.1,5.6,2.0,32.6,209.1,10.500000000000002,10.850000000000001,2,30,1.88,0.07
1945-05-01,1945,05,18.0,8.2,2.0,54.0,156.1,9.8,13.1,2,31,1.2,0.06
1945-06-01,1945,06,19.7,10.8,0.0,66.2,182.4,8.899999999999999,15.25,3,30,0.82,0.0
1945-07-01,1945,07,22.1,12.8,0.0,52.0,159.0,9.3,17.450000000000003,3,31,0.73,0.0
1945-08-01,1945,08,21.3,11.7,0.0,37.2,144.8,9.600000000000001,16.5,3,31,0.82,0.0
1945-09-01,1945,09,18.6,11.5,0.0,47.5,64.9,7.100000000000001,15.05,4,30,0.62,0.0
1945-10-01,1945,10,16.5,8.0,0.0,69.4,111.7,8.5,12.25,4,31,1.06,0.0
1945-11-01,1945,11,10.0,4.4,4.0,4.8,31.0,5.6,7.2,4,30,1.27,0.13
1945-12-01,1945,12,8.1,2.5,4.0,88.9,46.6,5.6,5.3,1,31,2.24,0.13
1946-01-01,1946,01,5.9,0.1,16.0,35.2,49.9,5.800000000000001,3.0,1,31,58.0,0.52
1946-02-01,1946,02,9.4,4.0,3.0,56.1,78.7,5.4,6.7,1,28,1.35,0.11
1946-03-01,1946,03,9.6,1.3,9.0,24.4,107.2,8.299999999999999,5.45,2,31,6.38,0.29
1946-04-01,1946,04,16.1,5.0,0.0,34.4,203.3,11.100000000000001,10.55,2,30,2.22,0.0
1946-05-01,1946,05,15.7,6.2,0.0,78.6,162.9,9.5,10.95,2,31,1.53,0.0
1946-06-01,1946,06,18.1,9.5,0.0,58.3,149.8,8.600000000000001,13.8,3,30,0.91,0.0
1946-07-01,1946,07,22.3,12.7,0.0,32.2,197.6,9.600000000000001,17.5,3,31,0.76,0.0
1946-08-01,1946,08,20.1,11.4,0.0,92.2,134.8,8.700000000000001,15.75,3,31,0.76,0.0
1946-09-01,1946,09,18.4,11.0,0.0,85.4,98.5,7.399999999999999,14.7,4,30,0.67,0.0
1946-10-01,1946,10,13.7,7.1,3.0,20.2,79.3,6.6,10.399999999999999,4,31,0.93,0.1
1946-11-01,1946,11,11.2,5.7,1.0,114.1,42.9,5.499999999999999,8.45,4,30,0.96,0.03
1946-12-01,1946,12,6.2,-0.1,13.0,53.8,74.7,6.3,3.0500000000000003,1,31,-63.0,0.42
1947-01-01,1947,01,4.9,-0.6,15.0,35.2,59.5,5.5,2.1500000000000004,1,31,-9.17,0.48
1947-02-01,1947,02,-0.2,-4.4,26.0,42.5,26.3,4.2,-2.3000000000000003,1,28,-0.95,0.93
1947-03-01,1947,03,7.7,1.3,14.0,132.9,70.9,6.4,4.5,2,31,4.92,0.45
1947-04-01,1947,04,13.8,5.2,0.0,47.0,150.5,8.600000000000001,9.5,2,30,1.65,0.0
1947-05-01,1947,05,19.2,9.0,0.0,47.9,147.3,10.2,14.1,2,31,1.13,0.0
1947-06-01,1947,06,21.5,11.4,0.0,27.4,185.9,10.1,16.45,3,30,0.89,0.0
1947-07-01,1947,07,22.6,13.6,0.0,43.2,144.5,9.000000000000002,18.1,3,31,0.66,0.0
1947-08-01,1947,08,25.8,13.1,0.0,15.0,274.9,12.700000000000001,19.45,3,31,0.97,0.0
1947-09-01,1947,09,20.7,11.1,0.0,29.3,159.9,9.6,15.899999999999999,4,30,0.86,0.0
1947-10-01,1947,10,15.8,5.6,2.0,10.5,107.3,10.200000000000001,10.7,4,31,1.82,0.06
1947-11-01,1947,11,10.9,4.6,8.0,32.2,75.4,6.300000000000001,7.75,4,30,1.37,0.27
1947-12-01,1947,12,8.1,2.8,6.0,44.9,37.9,5.3,5.449999999999999,1,31,1.89,0.19
1948-01-01,1948,01,9.1,3.2,4.0,127.3,45.7,5.8999999999999995,6.15,1,31,1.84,0.13
1948-02-01,1948,02,7.9,2.2,11.0,22.6,92.9,5.7,5.050000000000001,1,29,2.59,0.38
1948-03-01,1948,03,14.0,3.5,4.0,18.5,160.2,10.5,8.75,2,31,3.0,0.13
1948-04-01,1948,04,14.8,4.4,2.0,42.6,205.2,10.4,9.600000000000001,2,30,2.36,0.07
1948-05-01,1948,05,17.5,6.5,0.0,126.0,237.1,11.0,12.0,2,31,1.69,0.0
1948-06-01,1948,06,18.5,9.9,0.0,53.7,124.2,8.6,14.2,3,30,0.87,0.0
1948-07-01,1948,07,21.1,12.1,0.0,21.7,174.7,9.000000000000002,16.6,3,31,0.74,0.0
1948-08-01,1948,08,20.1,11.9,0.0,87.3,133.7,8.200000000000001,16.0,3,31,0.69,0.0
1948-09-01,1948,09,19.1,10.7,0.0,63.1,146.4,8.400000000000002,14.9,4,30,0.79,0.0
1948-10-01,1948,10,14.3,6.4,3.0,59.3,93.7,7.9,10.350000000000001,4,31,1.23,0.1
1948-11-01,1948,11,10.5,4.2,7.0,38.3,68.6,6.3,7.35,4,30,1.5,0.23
1948-12-01,1948,12,9.1,3.4,5.0,68.7,65.4,5.699999999999999,6.25,1,31,1.68,0.16
1949-01-01,1949,01,8.6,3.1,5.0,23.4,51.0,5.5,5.85,1,31,1.77,0.16
1949-02-01,1949,02,10.3,1.6,8.0,25.8,115.1,8.700000000000001,5.95,1,28,5.44,0.29
1949-03-01,1949,03,9.0,1.7,9.0,43.2,112.5,7.3,5.35,2,31,4.29,0.29
1949-04-01,1949,04,15.5,6.1,1.0,33.4,182.5,9.4,10.8,2,30,1.54,0.03
1949-05-01,1949,05,16.7,6.6,0.0,61.4,233.3,10.1,11.649999999999999,2,31,1.53,0.0
1949-06-01,1949,06,21.6,10.3,0.0,11.7,242.1,11.3,15.950000000000001,3,30,1.1,0.0
1949-07-01,1949,07,24.7,12.8,0.0,23.0,262.5,11.899999999999999,18.75,3,31,0.93,0.0
1949-08-01,1949,08,22.9,12.6,0.0,37.7,210.3,10.299999999999999,17.75,3,31,0.82,0.0
1949-09-01,1949,09,22.0,12.5,0.0,58.3,151.1,9.5,17.25,4,30,0.76,0.0
1949-10-01,1949,10,16.3,8.4,2.0,161.8,125.0,7.9,12.350000000000001,4,31,0.94,0.06
1949-11-01,1949,11,9.9,3.4,5.0,64.2,76.2,6.5,6.65,4,30,1.91,0.17
1949-12-01,1949,12,9.1,3.3,4.0,34.6,65.4,5.8,6.199999999999999,1,31,1.76,0.13
1950-01-01,1950,01,6.9,1.5,12.0,14.2,40.6,5.4,4.2,1,31,3.6,0.39
1950-02-01,1950,02,9.5,2.8,5.0,103.9,67.5,6.7,6.15,1,28,2.39,0.18
1950-03-01,1950,03,12.2,3.6,3.0,22.3,138.8,8.6,7.8999999999999995,2,31,2.39,0.1
1950-04-01,1950,04,12.5,4.2,2.0,54.4,163.7,8.3,8.35,2,30,1.98,0.07
1950-05-01,1950,05,16.0,7.1,0.0,55.5,174.1,8.9,11.55,2,31,1.25,0.0
1950-06-01,1950,06,22.1,11.8,0.0,39.1,244.5,10.3,16.950000000000003,3,30,0.87,0.0
1950-07-01,1950,07,20.8,12.5,0.0,135.5,174.0,8.3,16.65,3,31,0.66,0.0
1950-08-01,1950,08,20.8,12.2,0.0,77.6,171.1,8.600000000000001,16.5,3,31,0.7,0.0
1950-09-01,1950,09,17.3,10.0,0.0,73.0,112.7,7.300000000000001,13.65,4,30,0.73,0.0
1950-10-01,1950,10,13.4,6.6,3.0,12.9,96.6,6.800000000000001,10.0,4,31,1.03,0.1
1950-11-01,1950,11,8.7,4.0,3.0,112.3,56.9,4.699999999999999,6.35,4,30,1.17,0.1
1950-12-01,1950,12,3.7,-0.7,20.0,33.3,55.3,4.4,1.5,1,31,-6.29,0.65
1951-01-01,1951,01,7.1,2.0,8.0,78.0,48.9,5.1,4.55,1,31,2.55,0.26
1951-02-01,1951,02,6.9,1.4,4.0,87.5,58.6,5.5,4.15,1,28,3.93,0.14
1951-03-01,1951,03,8.0,1.6,9.0,90.2,92.6,6.4,4.8,2,31,4.0,0.29
1951-04-01,1951,04,12.0,2.9,1.0,64.8,200.4,9.1,7.45,2,30,3.14,0.03
1951-05-01,1951,05,14.5,6.5,0.0,53.4,152.1,8.0,10.5,2,31,1.23,0.0
1951-06-01,1951,06,19.7,9.4,0.0,35.9,251.9,10.299999999999999,14.55,3,30,1.1,0.0
1951-07-01,1951,07,22.3,12.1,0.0,34.2,216.7,10.200000000000001,17.2,3,31,0.84,0.0
1951-08-01,1951,08,19.9,11.7,0.0,93.7,174.7,8.2,15.799999999999999,3,31,0.7,0.0
1951-09-01,1951,09,18.8,10.7,0.0,125.1,110.8,8.100000000000001,14.75,4,30,0.76,0.0
1951-10-01,1951,10,13.8,5.0,4.0,22.9,105.6,8.8,9.4,4,31,1.76,0.13
1951-11-01,1951,11,11.7,6.2,1.0,132.1,75.1,5.499999999999999,8.95,4,30,0.89,0.03
1951-12-01,1951,12,9.0,3.0,5.0,39.8,69.8,6.0,6.0,1,31,2.0,0.16
1952-01-01,1952,01,6.0,0.3,13.0,46.4,94.1,5.7,3.15,1,31,19.0,0.42
1952-02-01,1952,02,6.9,0.3,13.0,13.3,96.7,6.6000000000000005,3.6,1,29,22.0,0.45
1952-03-01,1952,03,10.5,3.9,4.0,61.1,105.0,6.6,7.2,2,31,1.69,0.13
1952-04-01,1952,04,15.2,5.4,2.0,41.2,178.2,9.799999999999999,10.3,2,30,1.81,0.07
1952-05-01,1952,05,19.1,9.5,0.0,56.6,207.0,9.600000000000001,14.3,2,31,1.01,0.0
1952-06-01,1952,06,20.5,10.5,0.0,34.0,217.6,10.0,15.5,3,30,0.95,0.0
1952-07-01,1952,07,23.0,12.9,0.0,7.5,194.0,10.1,17.95,3,31,0.78,0.0
1952-08-01,1952,08,21.1,12.6,0.0,108.5,180.5,8.500000000000002,16.85,3,31,0.67,0.0
1952-09-01,1952,09,15.7,7.2,0.0,43.0,140.3,8.5,11.45,4,30,1.18,0.0
1952-10-01,1952,10,12.9,5.6,4.0,95.5,105.0,7.300000000000001,9.25,4,31,1.3,0.13
1952-11-01,1952,11,7.0,1.3,7.0,96.8,72.1,5.7,4.15,4,30,4.38,0.23
1952-12-01,1952,12,6.0,-0.6,16.0,55.2,77.7,6.6,2.7,1,31,-11.0,0.52
1953-01-01,1953,01,5.4,0.8,13.0,21.8,42.5,4.6000000000000005,3.1,1,31,5.75,0.42
1953-02-01,1953,02,7.3,1.1,11.0,40.4,75.9,6.199999999999999,4.2,1,28,5.64,0.39
1953-03-01,1953,03,10.8,0.3,17.0,17.2,140.7,10.5,5.550000000000001,2,31,35.0,0.55
1953-04-01,1953,04,12.5,3.5,1.0,53.0,183.3,9.0,8.0,2,30,2.57,0.03
1953-05-01,1953,05,17.9,8.2,0.0,42.8,223.0,9.7,13.049999999999999,2,31,1.18,0.0
1953-06-01,1953,06,18.7,10.5,0.0,40.5,139.7,8.2,14.6,3,30,0.78,0.0
1953-07-01,1953,07,20.4,11.7,0.0,82.1,203.4,8.7,16.049999999999997,3,31,0.74,0.0
1953-08-01,1953,08,21.7,12.2,0.0,74.1,237.4,9.5,16.95,3,31,0.78,0.0
1953-09-01,1953,09,18.6,10.0,0.0,47.3,151.7,8.600000000000001,14.3,4,30,0.86,0.0
1953-10-01,1953,10,14.0,6.5,0.0,56.0,84.1,7.5,10.25,4,31,1.15,0.0
1953-11-01,1953,11,11.3,5.9,0.0,39.7,54.4,5.4,8.600000000000001,4,30,0.92,0.0
1953-12-01,1953,12,9.5,5.0,0.0,18.0,28.4,4.5,7.25,1,31,0.9,0.0
1954-01-01,1954,01,5.6,0.3,16.0,33.0,75.7,5.3,2.9499999999999997,1,31,17.67,0.52
1954-02-01,1954,02,6.5,0.2,10.0,59.7,79.7,6.3,3.35,1,28,31.5,0.36
1954-03-01,1954,03,10.1,2.9,4.0,64.4,107.9,7.199999999999999,6.5,2,31,2.48,0.13
1954-04-01,1954,04,12.8,2.8,5.0,10.1,202.4,10.0,7.800000000000001,2,30,3.57,0.17
1954-05-01,1954,05,15.9,7.2,0.0,53.3,145.9,8.7,11.55,2,31,1.21,0.0
1954-06-01,1954,06,17.9,10.3,0.0,92.3,157.1,7.599999999999998,14.1,3,30,0.74,0.0
1954-07-01,1954,07,18.6,11.3,0.0,55.8,157.1,7.300000000000001,14.950000000000001,3,31,0.65,0.0
1954-08-01,1954,08,19.2,11.3,0.0,80.1,123.5,7.899999999999999,15.25,3,31,0.7,0.0
1954-09-01,1954,09,17.6,9.4,0.0,66.3,168.8,8.200000000000001,13.5,4,30,0.87,0.0
1954-10-01,1954,10,15.8,9.3,1.0,54.9,94.5,6.5,12.55,4,31,0.7,0.03
1954-11-01,1954,11,10.9,3.8,5.0,112.2,60.1,7.1000000000000005,7.35,4,30,1.87,0.17
1954-12-01,1954,12,9.6,4.4,3.0,51.4,54.5,5.199999999999999,7.0,1,31,1.18,0.1
1955-01-01,1955,01,5.4,0.3,13.0,62.7,40.1,5.1000000000000005,2.85,1,31,17.0,0.42
1955-02-01,1955,02,4.5,-1.1,18.0,36.3,86.3,5.6,1.7,1,28,-5.09,0.64
1955-03-01,1955,03,7.5,-0.4,19.0,36.5,161.4,7.9,3.55,2,31,-19.75,0.61
1955-04-01,1955,04,14.6,5.6,0.0,16.6,173.7,9.0,10.1,2,30,1.61,0.0
1955-05-01,1955,05,14.6,6.0,0.0,113.5,217.5,8.6,10.3,2,31,1.43,0.0
1955-06-01,1955,06,19.3,10.1,0.0,107.4,155.3,9.200000000000001,14.7,3,30,0.91,0.0
1955-07-01,1955,07,23.7,12.6,0.0,7.4,268.3,11.1,18.15,3,31,0.88,0.0
1955-08-01,1955,08,24.3,13.6,0.0,11.5,188.0,10.700000000000001,18.95,3,31,0.79,0.0
1955-09-01,1955,09,19.4,10.0,0.0,38.3,153.1,9.399999999999999,14.7,4,30,0.94,0.0
1955-10-01,1955,10,13.9,5.4,4.0,40.1,119.7,8.5,9.65,4,31,1.57,0.13
1955-11-01,1955,11,10.4,3.7,6.0,35.4,71.5,6.7,7.050000000000001,4,30,1.81,0.2
1955-12-01,1955,12,9.4,2.2,6.0,79.1,47.3,7.2,5.800000000000001,1,31,3.27,0.19
1956-01-01,1956,01,6.7,1.0,13.0,99.5,50.3,5.7,3.85,1,31,5.7,0.42
1956-02-01,1956,02,2.5,-3.5,21.0,11.4,78.9,6.0,-0.5,1,29,-1.71,0.72
1956-03-01,1956,03,10.8,2.2,8.0,17.3,149.7,8.600000000000001,6.5,2,31,3.91,0.26
1956-04-01,1956,04,12.2,2.6,2.0,48.1,158.7,9.6,7.3999999999999995,2,30,3.69,0.07
1956-05-01,1956,05,18.2,7.1,0.0,8.5,246.6,11.1,12.649999999999999,2,31,1.56,0.0
1956-06-01,1956,06,17.9,9.6,0.0,62.7,145.0,8.299999999999999,13.75,3,30,0.86,0.0
1956-07-01,1956,07,20.9,12.5,0.0,62.0,168.0,8.399999999999999,16.7,3,31,0.67,0.0
1956-08-01,1956,08,18.4,10.6,0.0,114.9,161.4,7.799999999999999,14.5,3,31,0.74,0.0
